,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
318,319,60,3,9900,1,3,2,0,4,1,15,2,2,0,5,7,5,1993,1993,1,0,6,6,1,256.0,2,4,2,2,3,1,2,987,5,0,360,1347,1,0,1,4,1274,0,2646,1,0,2,1,4,1,2,6,1,1,1,3,4,4,2,340,60,144,0,0,0,0,4,2009,8,4,12.468436909997664
319,320,80,3,14115,1,3,3,0,4,0,14,2,2,0,7,7,5,1980,1980,1,0,9,10,1,225.0,3,4,1,2,3,0,2,1036,5,0,336,1372,1,4,1,4,0,0,1472,1,0,2,0,3,1,3,6,2,1,2,2,4,4,2,233,48,0,0,0,0,0,6,2009,8,4,12.141534124392605
320,321,60,3,16259,1,3,3,0,0,0,16,2,2,0,5,9,5,2006,2006,1,0,12,13,3,370.0,3,4,2,0,1,0,5,0,5,0,1249,1249,1,0,1,4,1347,0,2596,0,0,3,1,4,1,2,6,0,1,1,3,4,4,2,240,154,0,0,0,0,0,9,2006,6,5,12.744444367796099
321,322,60,3,12099,1,0,3,0,4,0,16,2,2,0,5,8,5,2004,2004,1,0,12,13,1,388.0,2,4,2,0,3,0,2,970,5,0,166,1136,1,0,1,4,1332,0,2468,1,0,2,1,4,1,2,6,1,3,0,3,4,4,2,184,154,0,0,0,0,0,6,2007,8,4,12.777052192115912
322,323,60,3,10380,1,0,3,0,4,0,20,2,2,0,5,7,5,1986,1987,1,0,9,10,1,172.0,2,4,1,3,3,1,3,28,0,1474,0,1502,1,0,1,4,1177,0,2730,1,0,2,1,4,1,2,6,1,1,0,2,4,4,2,201,96,0,0,0,0,0,8,2007,8,4,12.614865543731012
323,324,20,4,5820,1,3,3,0,4,0,17,2,2,0,2,3,8,1955,2005,1,0,12,13,2,0.0,3,2,1,3,3,3,0,256,5,0,906,1162,1,0,1,4,0,0,1163,1,0,1,0,3,1,3,6,0,1,2,1,1,4,2,142,98,0,0,0,0,0,7,2006,8,4,11.745425111208466
324,325,80,3,11275,1,3,3,0,0,0,12,4,2,0,7,7,7,1967,2007,4,5,13,14,1,300.0,2,2,1,2,3,3,5,0,5,0,710,710,1,0,1,4,1080,0,2978,0,0,2,1,5,1,2,6,1,3,0,2,4,4,2,240,0,0,0,0,0,0,6,2010,8,4,12.396693005138824
325,326,45,4,5000,1,3,3,0,4,0,9,5,2,0,1,5,6,1941,1950,1,0,8,8,2,0.0,3,4,1,3,3,0,1,116,5,0,604,720,1,3,0,1,0,0,803,0,0,1,0,2,1,3,6,0,5,2,2,4,4,2,0,0,244,0,0,0,0,12,2007,8,4,11.37366339763672
326,327,120,3,10846,1,0,3,0,1,0,24,2,2,4,2,8,5,1993,1993,1,0,3,3,2,0.0,2,4,2,2,3,1,2,1619,5,0,100,1719,1,0,1,4,0,0,1719,2,0,1,1,1,1,2,6,2,1,0,2,4,4,2,122,30,0,0,0,0,0,5,2008,2,4,12.688498794774466
327,328,20,3,11600,1,3,3,0,4,0,12,2,2,0,2,6,5,1960,1960,3,0,13,14,1,175.0,3,4,1,3,3,3,4,565,5,0,818,1383,1,4,1,4,0,0,1383,0,0,1,1,3,1,3,6,0,1,1,1,4,4,2,0,45,0,0,0,0,0,4,2006,8,4,11.886211674714158
328,329,75,3,11888,1,0,0,0,4,0,3,4,2,0,4,6,6,1916,1994,1,0,13,15,2,0.0,3,4,0,3,3,3,5,0,5,0,844,844,1,2,0,0,689,0,2134,0,0,2,0,5,1,2,6,0,5,2,2,4,4,2,0,60,268,0,0,0,0,7,2009,8,4,12.276065017350211
329,330,70,4,6402,1,3,3,0,0,0,9,2,2,0,5,5,5,1920,1950,1,0,13,15,2,0.0,3,4,2,3,3,2,5,0,5,0,596,596,1,4,0,4,596,0,1192,0,0,1,0,3,1,3,6,0,5,2,1,1,1,0,0,0,137,0,0,0,0,7,2009,8,4,11.26446410567173
330,331,90,3,10624,1,0,3,0,4,0,12,2,2,2,2,5,4,1964,1964,1,0,6,6,1,84.0,3,4,1,3,3,3,2,40,4,264,1424,1728,1,4,1,4,0,0,1728,0,1,2,0,6,2,3,6,0,5,2,1,4,4,2,155,0,0,0,0,0,0,11,2007,8,4,11.686878772093667
331,332,20,3,8176,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,1992,1,0,13,14,2,0.0,3,4,1,3,3,3,4,846,5,0,210,1056,1,1,1,4,0,0,1056,1,0,1,0,3,1,3,6,0,1,1,1,4,4,2,0,0,0,0,0,0,0,8,2007,8,4,11.842229212112827
332,333,20,3,10655,1,0,3,0,4,0,16,2,2,0,2,8,5,2003,2004,1,0,12,13,1,296.0,2,4,2,2,3,3,2,1124,5,479,1603,3206,1,0,1,4,0,0,1629,1,0,2,0,3,1,2,6,1,1,1,3,4,4,2,0,0,0,0,0,0,0,10,2009,8,4,12.556729517143346
333,334,120,4,8198,1,3,3,0,3,0,16,2,2,4,2,7,5,2004,2004,1,0,12,13,3,146.0,2,4,2,2,3,0,2,720,5,0,638,1358,1,0,1,4,0,0,1358,1,0,2,0,2,1,2,6,1,1,1,2,4,4,2,192,30,0,0,0,0,0,7,2008,8,4,12.240474072247505
334,335,60,3,9042,1,0,3,0,4,0,8,2,2,0,5,6,5,1998,1998,1,0,12,13,2,0.0,3,4,2,2,3,1,2,828,5,0,115,943,1,2,1,4,695,0,1638,1,0,2,1,3,1,3,6,2,1,0,2,4,4,2,100,38,0,0,0,0,0,7,2008,8,4,12.165250651009917
335,336,190,3,164660,0,0,1,0,0,2,23,2,2,1,0,5,6,1965,1965,1,0,9,10,2,0.0,3,4,1,3,3,1,0,1249,1,147,103,1499,1,0,1,4,167,0,1786,2,0,2,0,3,1,3,6,2,1,0,2,4,4,2,670,0,0,0,0,0,700,8,2008,8,4,12.341258918085241
336,337,20,3,14157,1,0,1,0,0,0,22,2,2,0,2,9,5,2005,2006,3,0,12,13,3,200.0,2,4,2,0,3,1,2,1249,5,0,673,1922,1,0,1,4,0,0,1922,1,0,2,0,3,1,2,6,1,1,0,3,4,4,2,178,51,0,0,0,0,0,7,2007,8,4,12.841129801965446
337,338,20,3,9135,1,3,3,0,4,0,5,2,2,0,2,7,5,2002,2003,1,0,12,13,1,113.0,2,4,2,2,3,0,2,810,5,0,726,1536,1,0,1,4,0,0,1536,1,0,2,0,3,1,2,6,0,1,1,2,4,4,2,192,74,0,0,0,0,0,12,2008,8,4,12.273731294003987
338,339,20,3,14145,1,3,3,0,0,0,14,2,2,0,2,7,7,1984,1998,1,0,13,14,2,0.0,2,4,1,2,3,2,0,213,5,0,995,1208,1,0,1,4,0,0,1621,1,0,2,0,3,1,2,6,0,1,1,2,4,4,2,108,45,0,0,0,0,400,5,2006,8,4,12.218495165528731
339,340,20,3,12400,1,0,3,0,4,0,12,1,2,0,2,6,7,1958,1998,3,0,13,14,1,176.0,3,4,1,3,0,3,4,585,5,0,630,1215,1,4,1,0,0,0,1215,0,0,1,0,3,1,3,6,0,1,2,1,4,4,2,0,0,0,0,234,0,0,6,2009,8,4,11.951180395901384
340,341,60,3,14191,1,3,3,0,4,0,23,2,2,0,5,8,5,2002,2002,1,0,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,967,967,1,0,1,4,915,0,1908,0,0,2,1,4,1,2,6,0,1,0,2,4,4,2,135,0,0,0,0,0,0,4,2010,8,4,12.220468525813908
341,342,20,2,8400,1,3,3,0,4,0,20,1,2,0,2,4,4,1950,1950,1,0,13,0,2,0.0,1,1,1,3,0,3,5,0,5,0,721,721,1,2,1,4,0,0,841,0,0,1,0,2,1,3,6,0,4,2,1,4,4,0,250,0,24,0,0,0,0,9,2009,8,4,11.314474526246393
342,343,90,3,8544,1,3,3,0,4,0,12,2,2,2,2,3,4,1949,1950,1,0,11,12,1,340.0,3,4,3,3,3,3,5,0,5,0,0,0,5,1,0,0,0,0,1040,0,0,2,0,2,2,3,6,0,5,2,2,4,4,2,0,0,0,0,0,0,0,5,2006,8,4,11.379394072345706
343,344,120,3,8849,1,0,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,0,8,8,1,616.0,0,4,2,0,3,3,2,28,5,0,1656,1684,1,0,1,4,0,0,1684,0,0,2,0,2,1,0,6,1,1,1,2,4,4,2,495,72,0,0,0,0,0,7,2008,8,4,12.491251587763836
344,345,160,4,2592,1,3,3,0,4,0,10,2,2,4,5,5,3,1976,1976,1,0,5,5,2,0.0,3,4,1,2,3,3,4,129,1,232,175,536,1,4,1,4,576,0,1112,0,0,1,1,3,1,3,6,0,1,2,1,4,4,2,182,0,0,0,0,0,0,4,2010,8,4,11.350406535472453
345,346,50,3,6435,1,3,3,0,4,0,3,6,2,0,0,6,5,1939,1950,1,0,8,8,2,0.0,3,4,0,3,3,3,5,0,5,0,972,972,1,2,1,4,605,0,1577,0,0,1,0,3,1,1,6,1,5,2,1,4,4,2,0,0,0,0,0,0,0,10,2006,8,4,11.850825253582627
346,347,20,3,12772,1,0,3,0,1,0,12,2,2,0,2,6,8,1960,1998,3,0,8,8,2,0.0,3,2,1,3,3,2,1,498,5,0,460,958,1,4,1,4,0,0,958,0,0,1,0,2,1,3,6,0,1,1,1,4,4,2,0,0,0,0,0,0,15500,4,2007,8,4,11.928340903931561
347,348,20,3,17600,1,0,3,0,4,0,12,2,2,0,2,6,5,1960,1960,1,0,13,14,1,30.0,3,4,1,3,3,3,1,1270,5,0,208,1478,1,0,1,0,0,0,1478,1,0,2,0,3,1,3,6,2,1,2,2,4,4,2,0,40,0,0,0,0,0,12,2009,8,4,11.967180737247824
348,349,160,3,2448,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2004,1,0,12,15,3,106.0,2,4,2,2,3,3,2,573,5,0,191,764,1,0,1,4,862,0,1626,1,0,2,1,2,1,2,6,0,3,1,2,4,4,2,0,27,0,0,0,0,0,10,2008,8,4,11.944707881395766
349,350,60,3,20431,1,1,3,0,4,0,16,2,2,0,5,9,5,2005,2006,3,0,5,5,1,870.0,0,4,2,0,3,3,2,1410,5,0,438,1848,1,0,1,4,880,0,2728,1,0,2,1,4,1,0,6,2,1,0,3,4,4,2,0,0,0,0,0,0,0,4,2006,6,5,12.988040814744458
350,351,120,3,7820,1,0,3,0,4,0,16,2,2,4,2,9,5,2007,2007,3,0,8,8,1,362.0,0,4,2,0,3,3,5,0,5,0,1869,1869,1,0,1,4,0,0,1869,0,0,2,0,2,1,0,6,1,1,1,2,4,4,2,210,54,0,0,0,0,0,12,2007,6,5,12.669998467265833
351,352,120,3,5271,1,0,2,0,4,1,4,2,2,0,2,7,5,1986,1986,1,0,13,14,2,0.0,3,4,2,2,3,1,2,1082,5,0,371,1453,1,2,1,4,0,0,1453,1,0,1,1,2,1,2,6,1,1,1,2,4,4,2,0,80,0,0,184,0,0,12,2006,8,0,12.154779351142626
352,353,50,3,9084,1,3,3,0,4,0,7,0,2,0,0,5,6,1941,1950,1,0,12,13,2,0.0,3,4,1,3,0,2,3,236,4,380,0,616,1,4,0,4,495,0,1111,0,1,1,0,3,1,3,6,0,5,2,1,4,1,2,48,0,0,0,0,0,0,3,2008,5,4,11.461632170582678
353,354,30,4,8520,1,3,3,0,4,0,17,2,2,0,2,6,8,1928,2003,1,0,12,13,2,0.0,3,2,0,3,3,3,5,0,5,0,624,624,1,2,1,4,0,0,720,0,0,1,0,2,1,3,6,0,5,2,2,4,4,2,106,0,0,0,0,0,0,5,2010,8,4,11.570250531589494
354,355,50,3,8400,1,3,0,0,4,0,18,2,2,0,0,6,5,1940,2000,1,0,13,8,2,0.0,3,4,1,3,3,3,3,388,5,0,552,940,1,0,1,4,403,0,1595,0,0,1,0,2,1,3,6,2,1,2,1,4,4,2,0,0,108,0,0,0,0,6,2006,8,4,11.849397701591439
355,356,20,3,11249,1,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,0,12,13,2,0.0,2,2,2,2,1,3,0,334,1,544,322,1200,1,0,1,4,0,0,1200,1,0,2,0,3,1,2,6,0,1,1,2,4,4,2,0,26,0,0,0,0,0,8,2007,8,4,12.08672588789761
356,357,20,3,9248,1,0,3,0,4,0,8,2,2,0,2,6,6,1992,1992,1,0,6,6,1,106.0,3,4,2,2,3,3,2,560,5,0,598,1158,1,2,1,4,0,0,1167,1,0,2,0,3,1,2,6,0,1,1,2,4,4,2,120,26,0,0,0,0,0,7,2009,8,4,12.061046873479915
357,358,120,4,4224,1,3,3,0,4,0,10,2,2,4,2,5,5,1976,1976,1,0,5,5,2,0.0,3,4,2,2,3,3,0,874,5,0,268,1142,1,4,1,4,0,0,1142,1,0,1,1,3,1,3,6,1,1,0,2,4,4,2,536,90,0,0,0,0,0,8,2007,8,4,11.805595078933045
358,359,80,3,6930,1,0,3,0,4,0,4,2,2,0,7,5,4,1958,1958,3,0,13,7,1,120.0,3,4,1,3,3,0,1,300,4,294,468,1062,1,0,1,1,0,0,1352,0,1,1,0,3,1,2,3,0,3,2,1,4,4,2,168,0,294,0,0,0,0,7,2006,8,0,11.77528972943772
359,360,60,3,12011,1,0,3,0,1,0,15,2,2,0,5,8,5,1998,1998,1,0,12,13,1,530.0,2,4,2,2,3,0,2,956,5,0,130,1086,1,0,1,4,838,0,1924,1,0,2,1,3,1,2,6,1,1,1,2,4,4,2,208,75,0,0,374,0,0,6,2006,8,4,12.542544882151384
360,361,85,3,7540,1,0,3,0,1,0,11,2,2,0,6,6,6,1978,1978,1,0,12,13,2,0.0,3,4,1,2,3,0,2,773,5,0,115,888,1,0,1,4,0,0,912,1,0,1,0,2,1,3,6,1,1,1,2,4,4,2,0,0,0,0,192,0,0,6,2007,8,4,11.957611286231675
361,362,50,3,9144,1,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,0,8,8,2,0.0,3,4,1,3,3,3,4,399,5,0,484,883,1,2,1,4,517,0,1505,1,0,1,0,3,1,3,6,0,5,2,1,4,4,0,0,0,0,0,0,0,0,7,2008,8,4,11.884489021402711
362,363,85,3,7301,1,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,0,6,6,1,500.0,2,4,3,3,3,3,5,0,5,0,0,0,1,0,1,4,1427,0,1922,0,0,3,0,4,1,2,6,1,3,1,2,4,4,2,0,0,177,0,0,0,0,7,2009,3,4,12.198544379109382
363,364,160,4,1680,1,3,3,0,4,0,2,2,2,3,5,6,8,1972,2007,1,0,6,6,1,510.0,3,4,1,3,3,3,0,162,5,0,321,483,1,2,1,4,504,0,987,0,0,1,1,2,1,2,6,0,5,2,1,4,4,2,250,0,0,0,0,0,0,5,2009,8,4,11.6784399034478
364,365,60,3,18800,1,0,3,0,2,0,14,2,2,0,5,6,5,1976,1976,1,0,6,6,1,120.0,3,4,2,2,3,2,2,712,5,0,84,796,1,4,1,4,784,0,1574,1,0,2,1,3,1,3,6,1,1,0,2,4,4,2,306,111,0,0,0,0,0,7,2006,8,4,12.154779351142626
365,366,70,4,10690,1,3,3,0,4,0,9,2,2,0,5,5,7,1920,1997,3,0,12,13,2,0.0,3,2,1,3,0,3,4,456,5,0,216,672,1,2,1,0,672,0,1344,0,0,1,0,3,1,3,6,0,5,2,1,4,1,2,0,128,218,0,0,0,0,7,2009,8,4,11.898187865760873
366,367,20,3,9500,1,0,3,0,4,0,12,2,2,0,2,6,5,1963,1963,1,0,9,10,1,247.0,3,4,1,2,3,3,1,609,5,0,785,1394,1,2,1,4,0,0,1394,1,0,1,1,3,1,3,6,2,1,1,2,4,4,2,0,76,0,0,185,0,0,7,2009,8,4,11.976659481202367
367,368,80,3,9150,1,0,3,0,0,0,12,2,2,0,7,6,5,1962,1962,1,4,9,10,1,305.0,3,4,1,2,3,1,2,371,5,0,728,1099,1,2,1,4,0,0,1431,0,1,1,0,3,1,3,6,1,2,1,1,4,4,2,64,110,0,0,0,0,0,12,2008,8,4,12.013700752882716
368,369,20,3,7800,1,3,3,0,4,0,12,2,2,0,2,5,6,1954,1954,1,0,6,6,1,200.0,3,4,2,3,3,3,3,540,5,0,728,1268,1,2,1,4,0,0,1268,0,0,1,0,2,1,3,6,1,1,0,1,4,4,2,0,98,0,0,0,0,0,3,2010,8,4,11.790557201568507
369,370,20,3,9830,1,0,3,0,0,0,12,2,2,0,2,5,7,1959,2006,1,0,13,14,2,0.0,3,2,1,3,3,3,0,72,4,258,733,1063,1,0,1,4,0,0,1287,1,0,1,0,3,1,2,6,1,5,0,2,4,4,2,364,17,0,0,182,0,0,3,2010,8,4,11.99535161421452
370,371,60,3,8121,1,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,0,12,13,2,0.0,3,4,2,2,3,3,5,0,5,0,953,953,1,0,1,4,711,0,1664,0,0,2,1,3,1,3,6,1,1,1,2,4,4,2,100,40,0,0,0,0,0,1,2006,8,4,12.057572637211731
371,372,50,3,17120,1,3,3,0,4,0,4,1,2,0,0,4,4,1959,1959,1,0,14,10,2,0.0,3,4,1,3,3,3,5,0,5,0,0,0,1,4,1,4,468,0,1588,0,0,2,0,4,1,3,3,1,5,0,2,4,4,0,0,59,0,0,0,0,0,7,2008,8,4,11.808813773969106
372,373,120,3,7175,1,3,3,0,4,0,20,2,2,4,2,6,5,1984,1984,1,0,9,10,2,0.0,3,4,1,2,3,3,0,623,3,121,0,744,1,4,1,4,0,0,752,1,0,1,0,2,1,3,6,0,1,2,1,4,4,2,353,0,0,0,90,0,0,2,2010,8,4,11.736069016284436
373,374,20,3,10634,1,3,3,0,4,0,12,2,2,0,2,5,6,1953,1953,1,0,8,8,2,0.0,3,4,2,3,3,3,1,428,3,180,0,608,1,4,1,4,0,0,1319,1,0,1,0,3,1,3,3,0,1,2,1,4,4,2,66,0,0,0,0,0,0,11,2009,8,4,11.719939634354555
374,375,60,3,8200,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2004,1,0,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,847,847,1,0,1,4,1081,0,1928,0,0,2,1,4,1,2,6,1,3,0,2,4,4,2,100,48,0,0,0,0,0,7,2007,8,4,12.299107511497365
375,376,30,3,10020,1,0,2,0,4,2,7,2,2,0,2,1,1,1922,1950,1,0,13,14,2,0.0,1,1,0,1,2,1,1,350,5,0,333,683,1,2,0,0,0,0,904,1,0,0,1,1,1,1,0,0,1,2,0,4,4,2,0,0,0,0,0,0,0,3,2009,8,4,11.018629143155449
376,377,85,3,8846,1,0,3,0,1,0,5,2,2,0,6,5,5,1996,1996,1,0,12,13,2,0.0,2,4,2,2,3,0,2,298,5,0,572,870,1,0,1,4,0,0,914,0,0,1,0,2,1,3,6,0,5,2,2,4,4,2,0,0,0,0,0,0,0,7,2006,8,4,11.904967552746253
377,378,60,1,11143,1,0,3,0,0,0,21,2,2,0,5,8,5,2004,2005,1,0,5,5,2,0.0,2,4,2,2,3,3,5,0,5,0,1580,1580,1,0,1,4,886,0,2466,0,0,3,0,4,1,2,6,1,1,1,2,4,4,2,159,214,0,0,0,0,0,12,2007,8,4,12.736700896592346
378,379,20,3,11394,1,3,3,0,0,0,22,2,2,0,2,9,2,2010,2010,3,0,12,13,3,350.0,2,4,2,0,3,0,2,1445,5,0,411,1856,1,0,1,4,0,0,1856,1,0,1,1,1,1,0,6,1,1,0,3,4,4,2,113,0,0,0,0,0,0,6,2010,6,5,12.885202034321914
379,380,60,3,8123,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,0,12,13,1,16.0,3,4,2,2,3,3,5,0,5,0,982,982,1,0,1,4,793,0,1800,0,0,2,1,3,1,3,6,1,1,0,2,4,4,2,100,63,0,0,0,0,0,6,2009,8,4,12.095141084822894
380,381,50,3,5000,1,3,3,0,4,0,18,2,2,0,0,5,6,1924,1950,1,0,3,14,2,0.0,3,4,0,3,3,3,3,218,5,0,808,1026,1,4,1,4,665,0,1691,0,0,2,0,3,1,2,6,1,5,2,1,4,4,2,0,0,242,0,0,0,0,5,2010,8,4,11.751942365440726
381,382,20,1,7200,1,3,3,0,4,0,21,2,2,0,2,7,5,2006,2006,1,0,12,13,2,0.0,2,4,2,2,1,3,5,0,5,0,1293,1293,1,0,1,4,0,0,1301,1,0,2,0,2,1,2,6,1,1,1,2,4,4,2,216,121,0,0,0,0,0,8,2006,6,5,12.142866569626381
382,383,60,3,9245,1,0,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,0,12,13,2,0.0,2,4,2,2,3,0,5,0,5,0,939,939,1,0,1,4,858,0,1797,0,0,2,1,3,1,2,6,0,1,1,2,4,4,2,144,53,0,0,0,0,0,4,2007,8,4,12.271392111650815
383,384,45,2,9000,1,3,3,0,0,0,20,2,2,0,1,6,3,1928,1950,1,0,13,14,2,0.0,3,4,0,1,0,3,5,0,5,0,784,784,1,4,0,0,0,0,784,0,0,1,0,2,1,3,6,0,5,2,2,1,1,0,0,0,91,0,0,0,0,10,2009,8,4,11.238488619268468
384,385,60,3,53107,1,1,2,0,0,1,4,1,2,0,5,6,5,1992,1992,1,0,6,6,2,0.0,2,4,2,2,3,0,2,985,5,0,595,1580,1,0,1,4,874,0,1953,1,0,2,1,3,1,2,6,2,1,0,2,4,4,2,216,231,0,0,0,0,0,6,2007,8,4,12.388394202324125
385,386,120,3,3182,1,3,3,0,4,0,0,2,2,4,2,8,5,2004,2005,1,0,12,13,1,16.0,2,4,2,2,3,3,2,24,5,0,1232,1256,1,0,1,4,0,0,1269,0,0,2,0,2,1,2,6,1,1,0,2,4,4,2,146,20,0,0,144,0,0,4,2010,8,4,12.165250651009917
386,387,50,3,8410,1,3,3,0,2,0,7,1,2,0,0,5,3,1910,1996,2,0,13,13,2,0.0,3,1,2,3,3,3,5,0,5,0,658,658,1,4,1,4,526,0,1184,0,0,1,0,5,1,3,6,0,1,2,0,4,4,0,0,151,0,0,0,0,0,5,2006,8,1,11.302204433654575
387,388,80,3,7200,1,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,3,0,8,8,1,255.0,3,4,1,3,3,0,0,631,5,0,410,1041,1,0,1,4,0,0,1125,1,0,1,0,3,1,3,6,1,5,2,1,4,4,2,296,0,0,0,0,0,0,10,2009,8,0,11.736069016284436
388,389,20,3,9382,1,0,3,0,1,0,5,2,2,0,2,7,5,1999,2000,1,0,12,13,1,125.0,2,4,2,2,3,3,5,0,5,0,1468,1468,1,0,1,4,0,0,1479,0,0,2,0,3,1,2,6,0,1,1,2,4,4,2,120,25,0,0,0,0,0,7,2008,8,4,12.160028707028768
389,390,60,3,12474,1,3,3,0,4,0,16,2,2,0,5,10,5,2007,2008,1,0,12,13,3,272.0,0,4,2,0,3,0,2,1280,5,0,402,1682,1,0,1,4,590,0,2332,1,0,2,1,3,1,0,6,1,3,0,3,4,4,2,196,134,0,0,0,0,0,8,2008,6,5,12.962194625251508
390,391,50,3,8405,1,3,3,0,4,0,7,2,2,0,0,5,8,1900,1950,1,0,8,8,2,0.0,3,4,0,3,1,3,4,241,1,391,229,861,1,0,1,4,406,0,1367,1,0,1,0,4,1,3,6,0,5,2,1,4,4,2,0,130,112,0,0,0,0,4,2008,8,4,11.686878772093667
391,392,60,3,12209,1,0,3,0,1,0,11,2,2,0,5,6,5,2001,2002,1,0,12,13,2,0.0,3,4,2,0,3,3,0,690,5,0,114,804,1,0,1,4,1157,0,1961,1,0,2,1,3,1,2,6,1,3,0,2,4,4,2,125,192,0,0,0,0,0,6,2009,8,4,12.278393307109802
392,393,20,3,8339,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,1959,1,0,8,8,2,0.0,3,4,3,3,3,3,5,0,5,0,0,0,1,4,1,4,0,0,882,0,0,1,0,3,1,3,6,0,1,1,1,4,4,2,0,0,0,0,0,0,1200,7,2007,8,4,11.575900264131615
393,394,30,3,7446,1,3,3,0,0,0,3,1,2,0,2,4,5,1941,1950,1,0,14,15,2,0.0,3,4,1,3,3,3,4,266,5,0,522,788,1,4,1,0,0,0,788,0,0,1,0,2,1,3,6,2,1,2,0,4,4,2,0,0,0,0,0,0,0,4,2006,8,0,11.512925464970227
394,395,50,3,10134,1,3,3,0,4,0,17,2,2,0,0,5,6,1940,1950,1,0,8,8,2,0.0,3,4,1,3,3,3,5,0,5,0,735,735,1,2,1,0,299,0,1034,0,0,1,0,2,1,3,6,0,5,2,1,4,4,2,0,39,0,0,0,0,0,7,2007,8,4,11.599103161211278
395,396,20,3,9571,1,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,1,0,13,14,2,0.0,3,4,1,3,3,0,1,739,5,0,405,1144,1,4,1,4,0,0,1144,1,0,1,0,3,1,3,6,0,1,2,1,4,4,2,44,0,0,0,0,0,0,6,2010,8,4,11.767567683343811
396,397,20,3,7200,1,3,2,0,4,0,5,2,2,0,2,5,5,1972,1972,3,0,8,8,2,0.0,3,4,1,3,3,0,4,777,5,0,117,894,1,4,1,4,0,0,894,0,0,1,0,2,1,3,6,0,5,1,2,4,4,2,215,0,0,0,0,0,0,9,2009,8,4,11.719939634354555
397,398,60,3,7590,1,3,3,0,4,0,12,4,2,0,5,5,5,1962,1962,1,0,12,13,1,288.0,3,4,1,3,3,3,0,540,5,0,324,864,1,4,1,4,936,0,1812,0,0,2,0,4,1,3,6,1,1,1,1,4,4,2,0,168,0,0,0,0,0,7,2007,8,4,12.040608205802641
398,399,30,4,8967,1,3,3,0,0,0,9,2,2,0,2,5,2,1920,1950,1,0,8,8,2,0.0,3,1,0,1,2,3,5,0,5,0,961,961,1,2,1,3,0,0,1077,0,0,1,0,2,1,3,1,0,5,2,1,3,3,0,0,0,0,0,0,0,0,11,2007,8,0,11.112447898373103
399,400,60,1,8125,1,3,3,0,4,0,21,2,2,0,5,7,5,2006,2007,1,0,5,5,3,100.0,2,4,2,2,3,3,2,812,5,0,280,1092,1,0,1,4,438,0,1550,1,0,2,0,2,1,2,6,0,1,0,2,4,4,2,0,168,0,0,0,0,0,10,2009,8,4,12.392552212472793
400,401,120,3,14963,1,1,3,0,4,0,24,2,2,4,2,8,5,1996,1996,1,0,3,3,2,0.0,2,4,2,2,3,3,2,786,5,0,474,1260,1,0,1,4,0,0,1288,1,0,1,1,1,1,0,6,2,1,0,2,4,4,2,120,30,0,0,224,0,0,12,2008,8,4,12.411052226216713
401,402,20,3,8767,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,0,12,13,2,0.0,2,4,2,2,3,0,2,24,5,0,1286,1310,1,0,1,4,0,0,1310,0,0,2,0,3,1,2,6,1,1,0,2,4,4,2,0,0,0,0,0,0,0,7,2006,6,5,12.013640144985489
402,403,30,3,10200,1,3,3,0,4,0,19,2,2,0,2,5,8,1940,1997,1,0,13,14,2,0.0,3,4,2,3,3,3,5,0,5,0,672,672,1,0,1,4,0,0,672,0,0,1,0,2,1,3,6,0,5,2,1,4,4,0,168,0,0,0,0,0,0,8,2008,8,4,11.589886506106355
